age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn,,
 10.0 , 63.0 , (10.0), -   , (6.0), -   , (3.0), (26.0), -   , (5.0), 2.0 , -   ,,
 9.0 , 126.0 , 5.0 , -   , -   , -   , -   , (10.0), -   ," 1,009.0 ", 5.0 , -   ,,
 9.0 , 92.0 , (36.0), -   , -   , -   , -   , (4.0), (1.0), (18.0), (3.0), -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , 1.0 , 31.0 , -   ,,
 10.0 , 160.0 , (6.0), -   , (2.0), -   , (3.0), 12.0 , (2.0), (372.0), -   , -   ,,
 10.0 , 137.0 , (3.0), -   , -   , -   , -   , (2.0), (2.0), -   , 13.0 , -   ,,
 8.0 , 96.0 , 7.0 , -   , -   , -   , -   , (8.0), -   , 124.0 , (8.0), 1.0 ,,
 10.0 , 175.0 , 20.0 , 2.0 , (1.0), 3.0 , -   , (19.0), -   , (883.0), -   , -   ,,
 10.0 , 181.0 , (2.0), 1.0 , 1.0 , 3.0 , 3.0 , 28.0 , -   , 126.0 , -   , -   ,,
 10.0 , 79.0 , (13.0), -   , -   , -   , -   , (67.0), (5.0), -   , -   , -   ,,
 10.0 , 27.0 , 25.0 , -   , -   , -   , -   , 2.0 , -   , -   , 31.0 , -   ,,
 10.0 , 64.0 , (10.0), -   , -   , -   , -   , 13.0 , -   , (43.0), (5.0), -   ,,
 10.0 , 3.0 , 3.0 , -   , -   , -   , -   , -   , -   , (15.0), 31.0 , -   ,,
 10.0 , 215.0 , 26.0 , 6.0 , 5.0 , 3.0 , -   , 46.0 , -   , (2.0), -   , -   ,,
 10.0 , 51.0 , (15.0), 2.0 , 1.0 , 3.0 , 1.0 , 3.0 , -   , (69.0), 10.0 , -   ,,
 9.0 , 116.0 , 11.0 , -   , -   , -   , -   , 70.0 , 1.0 , (6.0), -   , -   ,,
 10.0 , 126.0 , (26.0), 1.0 , -   , 3.0 , -   , 22.0 , -   , 482.0 , (1.0), -   ,,
 9.0 , 160.0 , 51.0 , 1.0 , 1.0 , 2.0 , 2.0 , 4.0 , 1.0 , 28.0 , 2.0 , -   ,,
 10.0 , 33.0 , 32.0 , -   , -   , -   , -   , (4.0), -   , -   , 1.0 , -   ,,
 10.0 , 73.0 , (6.0), -   , -   , -   , -   , (12.0), -   , (4.0), (2.0), -   ,,
 7.0 , 137.0 , 11.0 , 1.0 , (3.0), 3.0 , -   , 7.0 , (1.0)," 1,395.0 ", (56.0), -   ,,
 10.0 , 151.0 , 26.0 , -   , -   , -   , -   , 42.0 , 1.0 , 2.0 , -   , -   ,,
 10.0 , 57.0 , -   , -   , -   , -   , -   , (5.0), -   , (2.0), 2.0 , -   ,,
 10.0 , 109.0 , (53.0), -   , (1.0), -   , (3.0), 34.0 , (1.0), 504.0 , (1.0), -   ,,
 10.0 , 57.0 , (10.0), -   , -   , -   , -   , (7.0), -   , (35.0), (11.0), -   ,,
 10.0 , 64.0 , (39.0), -   , -   , -   , -   , (4.0), -   , (471.0), (3.0), -   ,,
 9.0 , 68.0 , -   , -   , -   , -   , -   , 13.0 , 8.0 , (60.0), -   , -   ,,
 9.0 , 15.0 , (15.0), -   , -   , -   , -   , (4.0), -   , 161.0 , (72.0), -   ,,
 10.0 , 109.0 , -   , -   , -   , -   , -   , (3.0), -   , 573.0 , 11.0 , -   ,,
 10.0 , 193.0 , 5.0 , -   , (1.0), -   , (3.0), 52.0 , 1.0 , 80.0 , -   , -   ,,
 10.0 , 162.0 , (7.0), 1.0 , -   , 3.0 , -   , 20.0 , -   , 46.0 , -   , -   ,,
 9.0 , 109.0 , (11.0), -   , (1.0), -   , (3.0), 9.0 , -   , 26.0 , 1.0 , -   ,,
 9.0 , 139.0 , (4.0), -   , (4.0), -   , (3.5), 45.0 , -   , 128.0 , -   , -   ,,
 10.0 , 110.0 , -   , 1.0 , (1.0), 3.0 , -   , 13.0 , -   , 6.0 , 3.0 , -   ,,
 8.0 , 178.0 , (17.0), -   , (3.0), -   , (3.0), 54.0 , 10.0 , 156.0 , (5.0), -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , 1.0 , 31.0 , -   ,,
 10.0 , 83.0 , 40.0 , -   , -   , -   , -   , 2.0 , 5.0 , -   , 1.0 , -   ,,
 8.0 , 89.0 , (69.0), 2.0 , 2.0 , 3.0 , 3.0 , 37.0 , (1.0), 5.0 , (3.0), -   ,,
 9.0 , 136.0 , (2.0), -   , -   , -   , -   , 166.0 , 1.0 , 315.0 , -   , -   ,,
 9.0 , 181.0 , 12.0 , -   , (4.0), -   , (3.0), (17.0), (2.0), 298.0 , -   , -   ,,
 8.0 , 98.0 , 52.0 , 1.0 , 1.0 , 3.0 , 3.0 , 4.0 , 2.0 , 32.0 , 3.0 , -   ,,
 8.0 , 174.0 , (7.0), -   , (2.0), -   , (3.0), 21.0 , (2.0), 783.0 , -   , -   ,,
 9.0 , 109.0 , (46.0), -   , (1.0), -   , (3.0), (14.0), (1.0), 52.0 , 3.0 , -   ,,
 10.0 , 164.0 , 4.0 , 3.0 , (5.0), 2.7 , (0.3), 27.0 , 7.0 , 234.0 , (1.0), -   ,,
 10.0 , 218.0 , 27.0 , -   , -   , -   , -   , 12.0 , 1.0 , (219.0), -   , -   ,,
 10.0 , 8.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 2.0 , -   , (6.0), 3.0 , -   ,,
 9.0 , 123.0 , 13.0 , -   , -   , -   , -   , 7.0 , (2.0), (2.0), (1.0), -   ,,
 10.0 , 64.0 , 4.0 , 2.0 , -   , 3.0 , -   , 76.0 , -   , -   , -   , -   ,,
 7.0 , 73.0 , (61.0), -   , (2.0), -   , (3.0), (16.0), (2.0), 21.0 , (1.0), 1.0 ,,
 10.0 , 6.0 , (6.0), -   , -   , -   , -   , 29.0 , -   , -   , 4.0 , -   ,,
 10.0 , 117.0 , 16.0 , -   , -   , -   , -   , 93.0 , (1.0), 55.0 , -   , 1.0 ,,
 10.0 , -   , (40.0), -   , -   , -   , -   , -   , -   , 6.0 , 31.0 , -   ,,
 10.0 , 248.0 , 6.0 , 2.0 , (7.0), 3.0 , 0.1 , 94.0 , 3.0 ," 1,125.0 ", -   , -   ,,
 10.0 , 177.0 , (6.0), 2.0 , 2.0 , 3.0 , 3.0 , 58.0 , (1.0)," 1,526.0 ", -   , -   ,,
 9.0 , 139.0 , 38.0 , -   , -   , -   , -   , 7.0 , 1.0 , 73.0 , 6.0 , -   ,,
 9.0 , 113.0 , 5.0 , -   , (2.0), -   , (3.0), 41.0 , -   , (362.0), 6.0 , -   ,,
 9.0 , 56.0 , (2.0), -   , -   , -   , -   , (4.0), -   , (16.0), -   , -   ,,
 9.0 , 71.0 , 1.0 , -   , -   , -   , -   , 9.0 , -   , (248.0), 6.0 , -   ,,
 6.0 , 126.0 , 4.0 , 5.0 , 3.0 , 3.0 , -   , (10.0), (1.0), (26.0), 2.0 , -   ,,
 10.0 , 141.0 , 6.0 , 3.0 , 2.0 , 2.7 , 0.7 , 123.0 , -   , (90.0), -   , -   ,,
 10.0 , 140.0 , 27.0 , 1.0 , 1.0 , 3.0 , 3.0 , 1.0 , 2.0 , 56.0 , (1.0), -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 5.0 , 73.0 , 26.0 , 5.0 , 5.0 , 3.0 , 3.0 , 98.0 , -   , 36.0 , (6.0), 1.0 ,,
 10.0 , 136.0 , (40.0), 1.0 , 1.0 , -   , -   , (18.0), (1.0), (156.0), (2.0), -   ,,
 10.0 , 59.0 , (17.0), -   , -   , -   , -   , 4.0 , -   , 162.0 , 3.0 , -   ,,
 10.0 , 176.0 , (5.0), -   , -   , -   , -   , (5.0), (10.0)," 5,483.0 ", 5.0 , -   ,,
 10.0 , 70.0 , (13.0), 1.0 , 1.0 , 3.0 , 3.0 , 4.0 , (2.0), 1.0 , (126.0), -   ,,
 7.0 , 152.0 , 70.0 , 1.0 , 1.0 , 2.0 , 2.0 , 16.0 , -   , 65.0 , 3.0 , -   ,,
 10.0 , 131.0 , (34.0), -   , (1.0), -   , (3.0), 1.0 , (1.0), (596.0), -   , -   ,,
 9.0 , 153.0 , 55.0 , -   , (1.0), -   , (3.0), 27.0 , -   , (21.0), 1.0 , -   ,,
 10.0 , 110.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , (1.0), -   , -   , 3.0 , -   ,,
 10.0 , -   , -   , 1.0 , 1.0 , 3.0 , 3.0 , -   , -   , -   , 31.0 , -   ,,
 9.0 , 55.0 , (12.0), -   , (1.0), -   , (3.0), (4.0), -   , 23.0 , 11.0 , -   ,,
 9.0 , 67.0 , 17.0 , -   , (1.0), -   , (3.0), (1.0), -   , (1.0), 13.0 , -   ,,
 10.0 , 21.0 , -   , -   , (4.0), -   , (3.0), (4.0), -   , 2.0 , 2.0 , -   ,,
 9.0 , 29.0 , 11.0 , -   , -   , -   , -   , 5.0 , -   , -   , (82.0), -   ,,
 5.0 , -   , -   , -   , -   , -   , -   , (6.0), -   , 3.0 , 12.0 , -   ,,
 9.0 , 155.0 , 28.0 , -   , -   , -   , -   , 8.0 , 30.0 , (51.0), 1.0 , -   ,,
 10.0 , 88.0 , (2.0), -   , -   , -   , -   , -   , -   , (107.0), (1.0), -   ,,
 10.0 , 67.0 , 36.0 , -   , -   , -   , -   , 26.0 , 1.0 , 5.0 , 16.0 , -   ,,
 6.0 , 187.0 , 9.0 , -   , -   , -   , -   , 4.0 , 1.0 ," 1,333.0 ", 2.0 , -   ,,
 10.0 , 120.0 , 16.0 , 1.0 , 1.0 , 3.0 , 3.0 , 2.0 , (4.0)," 1,181.0 ", 4.0 , -   ,,
 10.0 , 89.0 , (13.0), -   , -   , -   , -   , (38.0), 2.0 , 17.0 , (6.0), -   ,,
 7.0 , 177.0 , (2.0), -   , (4.0), -   , (3.0), (15.0), 10.0 , 95.0 , 3.0 , -   ,,
 6.0 , 143.0 , 91.0 , 1.0 , (2.0), 3.0 , -   , 4.0 , 1.0 , (4.0), (15.0), -   ,,
 10.0 , 95.0 , (67.0), 2.0 , -   , 3.0 , 0.5 , 8.0 , (5.0), (48.0), (2.0), -   ,,
 10.0 , 142.0 , (7.0), -   , -   , -   , -   , 1.0 , 5.0 ," (2,068.0)", -   , -   ,,
 9.0 , 198.0 , 32.0 , -   , -   , -   , -   , 32.0 , 5.0 , 46.0 , (2.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 9.0 , 170.0 , (2.0), -   , (1.0), -   , (3.0), (14.0), (2.0), 27.0 , (2.0), -   ,,
 10.0 , 55.0 , (11.0), -   , -   , -   , -   , 1.0 , -   , -   , -   , -   ,,
 10.0 , 145.0 , 36.0 , 4.0 , 2.0 , 3.0 , -   , 37.0 , 1.0 , (199.0), -   , -   ,,
 9.0 , 129.0 , 70.0 , -   , -   , -   , -   , 122.0 , 5.0 , 92.0 , 31.0 , -   ,,
 9.0 , 219.0 , (11.0), 1.0 , (2.0), 2.0 , (0.7), 6.0 , (2.0), 603.0 , -   , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , 2.0 , 31.0 , -   ,,
 10.0 , 65.0 , 58.0 , -   , -   , -   , -   , 4.0 , 1.0 , -   , 30.0 , -   ,,
 10.0 , 83.0 , (29.0), -   , (1.0), -   , (3.0), (18.0), (4.0), (3.0), (3.0), -   ,,
 10.0 , 157.0 , 49.0 , 6.0 , 2.0 , 3.0 , (0.5), 175.0 , 2.0 , (482.0), -   , -   ,,
 7.0 , 78.0 , 24.0 , -   , -   , -   , -   , 1.0 , -   , 11.0 , 9.0 , -   ,,
 9.0 , 44.0 , 2.0 , -   , (1.0), -   , (3.0), 1.0 , -   , -   , (3.0), -   ,,
 10.0 , 74.0 , (31.0), -   , -   , -   , -   , (11.0), -   , 27.0 , 12.0 , -   ,,
 10.0 , 125.0 , (5.0), -   , -   , -   , -   , 1.0 , (5.0)," 1,860.0 ", 1.0 , -   ,,
 8.0 , 126.0 , (8.0), 1.0 , (5.0), 2.0 , (0.8), (45.0), 3.0 , 268.0 , -   , -   ,,
 8.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 10.0 , -   , (56.0), -   , -   , -   , -   , (9.0), (5.0), 34.0 , (4.0), -   ,,
 10.0 , 30.0 , -   , -   , -   , -   , -   , 8.0 , -   , 14.0 , 2.0 , -   ,,
 9.0 , 13.0 , (21.0), -   , (4.0), -   , (3.0), (50.0), -   , (360.0), 4.0 , 1.0 ,,
 10.0 , 140.0 , (4.0), -   , (1.0), -   , (2.0), (8.0), (3.0), (76.0), -   , -   ,,
 10.0 , 124.0 , (45.0), -   , -   , -   , -   , 3.0 , 5.0 , 9.0 , -   , -   ,,
 9.0 , 126.0 , (8.0), -   , -   , -   , -   , -   , -   , (46.0), 5.0 , -   ,,
 10.0 , 178.0 , 1.0 , 3.0 , 2.0 , 3.0 , 3.0 , 38.0 , 1.0 , 164.0 , -   , -   ,,
 9.0 , 125.0 , 10.0 , 2.0 , -   , 3.0 , -   , 15.0 , -   , 75.0 , -   , -   ,,
 9.0 , 189.0 , 12.0 , 1.0 , 1.0 , 3.0 , 3.0 , 21.0 , 5.0 , (678.0), -   , -   ,,
 9.0 , 113.0 , 1.0 , 4.0 , -   , 3.0 , -   , (19.0), -   , (312.0), (1.0), -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , (5.0), 31.0 , -   ,,
 10.0 , 36.0 , 15.0 , -   , -   , -   , -   , 6.0 , -   , (7.0), (46.0), -   ,,
 10.0 , 166.0 , (3.0), 1.0 , (1.0), 3.0 , (0.5), (62.0), (7.0)," 1,073.0 ", -   , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30.0 , -   ,,
 10.0 , 105.0 , 16.0 , -   , -   , -   , -   , 111.0 , 2.0 , 171.0 , (10.0), -   ,,
 7.0 , 117.0 , (31.0), 1.0 , (4.0), 3.0 , -   , 24.0 , 1.0 , (5.0), 3.0 , -   ,,
 10.0 , 201.0 , (18.0), -   , (5.0), -   , (3.0), 85.0 , (1.0), (233.0), -   , -   ,,
 10.0 , 63.0 , (25.0), -   , -   , -   , -   , (7.0), -   , 589.0 , 3.0 , -   ,,
 10.0 , 79.0 , 1.0 , -   , -   , -   , -   , -   , -   , (98.0), 3.0 , -   ,,
 10.0 , 109.0 , (20.0), -   , (2.0), -   , (3.0), 24.0 , (1.0), 122.0 , -   , -   ,,
 10.0 , 55.0 , -   , -   , -   , -   , -   , (11.0), -   , 21.0 , 17.0 , -   ,,
 9.0 , 197.0 , 15.0 , 2.0 , 1.0 , 3.0 , -   , 159.0 , -   , (185.0), -   , -   ,,
 10.0 , 73.0 , (27.0), -   , -   , -   , -   , 5.0 , (2.0), 28.0 , 6.0 , -   ,,
 10.0 , 104.0 , 40.0 , -   , (2.0), -   , (3.0), 28.0 , -   , (53.0), 2.0 , -   ,,
 5.0 , 140.0 , 35.0 , 5.0 , (5.0), 3.0 , -   , 31.0 , (4.0), 12.0 , 2.0 , -   ,,
 10.0 , 157.0 , 59.0 , 4.0 , 3.0 , 2.8 , 2.8 , 76.0 , (3.0), 5.0 , (2.0), -   ,,
 10.0 , 221.0 , 75.0 , -   , -   , -   , -   , 37.0 , 8.0 , 97.0 , -   , -   ,,
 9.0 , 15.0 , (10.0), -   , -   , -   , -   , -   , -   , 2.0 , 31.0 , -   ,,
 10.0 , 112.0 , (11.0), 2.0 , (3.0), 3.0 , -   , 31.0 , -   , 30.0 , (3.0), -   ,,
 10.0 , 151.0 , 2.0 , -   , -   , -   , -   , 22.0 , 1.0 , (73.0), -   , -   ,,
 10.0 , 149.0 , 22.0 , 7.0 , 5.0 , 3.0 , -   , (38.0), 1.0 , 175.0 , 1.0 , -   ,,
 10.0 , 132.0 , 1.0 , 1.0 , (8.0), 3.0 , -   , 7.0 , -   , 13.0 , -   , -   ,,
 10.0 , 36.0 , (37.0), -   , -   , -   , -   , 14.0 , (1.0), 26.0 , 3.0 , -   ,,
 10.0 , 142.0 , (15.0), 1.0 , (2.0), 3.0 , -   , 17.0 , (1.0), (82.0), -   , -   ,,
 10.0 , 69.0 , (41.0), -   , -   , -   , -   , (3.0), -   , 638.0 , 3.0 , -   ,,
 10.0 , 27.0 , (10.0), -   , -   , -   , -   , 1.0 , -   , 39.0 , (63.0), -   ,,
 10.0 , 94.0 , (3.0), -   , (1.0), -   , (3.0), 30.0 , 2.0 , 218.0 , (10.0), -   ,,
 10.0 , 76.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , (2.0), -   , (4.0), 1.0 , -   ,,
 10.0 , 98.0 , 60.0 , -   , -   , -   , -   , 4.0 , 1.0 , (56.0), 31.0 , -   ,,
 10.0 , 99.0 , 13.0 , -   , -   , -   , -   , 36.0 , -   , (24.0), (13.0), -   ,,
 9.0 , 58.0 , 36.0 , -   , -   , -   , -   , 8.0 , 1.0 , (16.0), 1.0 , -   ,,
 10.0 , 82.0 , (2.0), -   , -   , -   , -   , (9.0), -   , 60.0 , (1.0), -   ,,
 10.0 , 2.0 , (14.0), -   , -   , -   , -   , -   , -   , (93.0), 31.0 , -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 9.0 , 92.0 , (15.0), -   , (2.0), -   , (3.0), (51.0), (4.0)," 1,659.0 ", -   , -   ,,
 9.0 , 52.0 , -   , -   , -   , -   , -   , 2.0 , -   , (44.0), 31.0 , 1.0 ,,
 10.0 , 101.0 , (30.0), -   , -   , -   , -   , (11.0), (4.0), (375.0), -   , -   ,,
 9.0 , 173.0 , 7.0 , -   , (1.0), -   , (4.0), 33.0 , 2.0 , 30.0 , 1.0 , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , 1.0 ,,
 9.0 , 185.0 , 43.0 , 2.0 , (2.0), 3.0 , 1.0 , (38.0), (1.0), 224.0 , -   , -   ,,
 10.0 , 158.0 , (34.0), 3.0 , -   , 2.7 , (0.3), (48.0), -   , 396.0 , -   , -   ,,
 8.0 , 21.0 , (3.0), -   , -   , -   , -   , 20.0 , -   , -   , 10.0 , -   ,,
 10.0 , 195.0 , 17.0 , 3.0 , (1.0), 3.0 , -   , 125.0 , 2.0 , 207.0 , -   , -   ,,
 10.0 , 191.0 , 3.0 , 5.0 , 1.0 , 3.0 , -   , 100.0 , 2.0 ," 230,414.0 ", -   , -   ,,
 9.0 , 164.0 , 19.0 , 2.0 , (1.0), 2.5 , (0.5), 105.0 , -   , (58.0), (1.0), -   ,,
 5.0 , 68.0 , 16.0 , 3.0 , 2.0 , 3.0 , -   , (7.0), -   , 951.0 , 6.0 , 1.0 ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 8.0 , 64.0 , (12.0), 1.0 , 1.0 , 3.0 , 3.0 , (11.0), -   , 161.0 , (3.0), -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 10.0 , 6.0 , (76.0), -   , -   , -   , -   , (2.0), (1.0), (52.0), (7.0), -   ,,
 10.0 , 129.0 , (6.0), -   , (2.0), -   , (2.0), 20.0 , -   , 95.0 , -   , -   ,,
 10.0 , 136.0 , -   , -   , -   , -   , -   , 20.0 , 3.0 , 121.0 , 7.0 , -   ,,
 10.0 , 34.0 , (26.0), -   , -   , -   , -   , (1.0), -   , 5.0 , 3.0 , -   ,,
 9.0 , 5.0 , (17.0), -   , -   , -   , -   , 3.0 , -   , 16.0 , (87.0), -   ,,
 8.0 , 107.0 , 43.0 , 3.0 , 3.0 , 3.0 , 3.0 , 167.0 , -   , -   , -   , -   ,,
 8.0 , 234.0 , 2.0 , -   , -   , -   , -   , (15.0), 6.0 , (937.0), -   , -   ,,
 9.0 , 53.0 , (62.0), -   , -   , -   , -   , (2.0), (1.0), (8.0), 16.0 , -   ,,
 9.0 , 43.0 , 8.0 , -   , -   , -   , -   , 51.0 , -   , -   , (3.0), -   ,,
 9.0 , 91.0 , (21.0), -   , -   , -   , -   , 5.0 , -   , 126.0 , 6.0 , -   ,,
 10.0 , 140.0 , (4.0), 1.0 , 1.0 , 3.0 , 3.0 , 11.0 , (2.0), (151.0), (2.0), -   ,,
 10.0 , 183.0 , 11.0 , -   , -   , -   , -   , 13.0 , 6.0 , 116.0 , -   , -   ,,
 10.0 , 207.0 , 37.0 , 1.0 , (4.0), 3.0 , -   , 101.0 , 3.0 , 598.0 , -   , -   ,,
 9.0 , 210.0 , 87.0 , 2.0 , (7.0), 3.0 , -   , 56.0 , 3.0 , 142.0 , (1.0), -   ,,
 9.0 , 133.0 , 1.0 , -   , -   , -   , -   , 10.0 , -   ," 3,887.0 ", -   , -   ,,
 9.0 , 112.0 , 51.0 , 1.0 , 1.0 , 3.0 , 3.0 , 22.0 , 1.0 , (66.0), (2.0), -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 10.0 , 78.0 , (15.0), -   , (1.0), -   , (3.0), (2.0), (1.0), (11.0), 1.0 , -   ,,
 9.0 , 128.0 , (4.0), -   , (1.0), -   , (3.0), (79.0), (3.0), 312.0 , -   , -   ,,
 8.0 , 67.0 , (1.0), -   , -   , -   , -   , 5.0 , -   , 57.0 , 10.0 , -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , 1.0 , -   , -   , (47.0), -   ,,
 9.0 , 150.0 , 15.0 , -   , -   , -   , -   , 31.0 , -   , 452.0 , -   , -   ,,
 9.0 , 148.0 , 18.0 , -   , -   , -   , -   , 159.0 , 2.0 , 45.0 , -   , -   ,,
 8.0 , 109.0 , 10.0 , -   , -   , -   , -   , 3.0 , -   , 150.0 , 6.0 , 1.0 ,,
 6.0 , -   , (41.0), -   , -   , -   , -   , (14.0), -   , -   , 1.0 , -   ,,
 9.0 , 165.0 , 46.0 , -   , -   , -   , -   , 20.0 , 5.0 , 2.0 , 31.0 , -   ,,
 9.0 , 1.0 , 1.0 , 2.0 , 2.0 , 3.0 , 3.0 , 18.0 , -   , -   , 31.0 , -   ,,
 8.0 , 72.0 , -   , -   , (1.0), -   , (3.0), 4.0 , -   , (4.0), -   , -   ,,
 8.0 , 40.0 , (100.0), -   , (1.0), -   , (2.0), (16.0), -   ," 4,399.0 ", 6.0 , 1.0 ,,
 10.0 , 91.0 , 10.0 , 2.0 , 2.0 , 3.0 , 3.0 , 226.0 , -   , (24.0), -   , -   ,,
 9.0 , 14.0 , 11.0 , -   , -   , -   , -   , 19.0 , -   , 1.0 , 19.0 , -   ,,
 4.0 , 23.0 , (11.0), 1.0 , 1.0 , 3.0 , 3.0 , 36.0 , -   , 1.0 , -   , -   ,,
 10.0 , 97.0 , 52.0 , 2.0 , (2.0), 3.0 , -   , 27.0 , 1.0 , -   , (23.0), -   ,,
 9.0 , 169.0 , (33.0), 1.0 , (2.0), 3.0 , -   , (31.0), (1.0), 244.0 , 2.0 , -   ,,
 9.0 , 86.0 , 2.0 , -   , -   , -   , -   , (6.0), 3.0 , -   , -   , -   ,,
 9.0 , 79.0 , (42.0), -   , (1.0), -   , (3.0), (3.0), (1.0), 39.0 , 12.0 , -   ,,
 9.0 , 134.0 , (18.0), 1.0 , 1.0 , 3.0 , 3.0 , 39.0 , 3.0 , 247.0 , -   , -   ,,
 8.0 , 141.0 , (36.0), -   , (1.0), -   , (3.0), 89.0 , 9.0 , 108.0 , -   , -   ,,
 8.0 , 167.0 , 5.0 , -   , (2.0), -   , (3.0), 119.0 , 12.0 , 195.0 , -   , -   ,,
 9.0 , 118.0 , 18.0 , 2.0 , 2.0 , 3.0 , 3.0 , 83.0 , -   , (47.0), (14.0), -   ,,
 9.0 , 66.0 , (108.0), -   , (1.0), -   , (3.0), (82.0), (1.0), 56.0 , -   , -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , 7.0 , 31.0 , -   ,,
 8.0 , 86.0 , (1.0), -   , -   , -   , -   , (2.0), -   , (56.0), (5.0), -   ,,
 8.0 , 18.0 , (41.0), -   , -   , -   , -   , (4.0), -   , 10.0 , (23.0), -   ,,
 9.0 , 187.0 , (31.0), -   , -   , -   , -   , 44.0 , (1.0), 489.0 , -   , -   ,,
 9.0 , 216.0 , 48.0 , -   , -   , -   , -   , 70.0 , -   , 68.0 , -   , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 9.0 , 159.0 , (45.0), 1.0 , (3.0), 3.0 , -   , (15.0), (2.0), (40.0), -   , -   ,,
 9.0 , 150.0 , 10.0 , 4.0 , 4.0 , 2.8 , 2.8 , 33.0 , -   , (63.0), (1.0), -   ,,
 9.0 , 135.0 , (15.0), 1.0 , 1.0 , 3.0 , 3.0 , 54.0 , 1.0 , (70.0), -   , -   ,,
 9.0 , 134.0 , (5.0), -   , -   , -   , -   , (2.0), -   , (63.0), 3.0 , -   ,,
 9.0 , 41.0 , (36.0), 2.0 , 1.0 , 3.0 , -   , 48.0 , (1.0), (24.0), (1.0), -   ,,
 9.0 , 182.0 , (3.0), 1.0 , -   , 3.0 , -   , 6.0 , (2.0), 100.0 , (1.0), -   ,,
 9.0 , 25.0 , -   , -   , (2.0), -   , (3.0), (6.0), -   , 3.0 , (14.0), -   ,,
 9.0 , 143.0 , (26.0), -   , -   , -   , -   , (9.0), -   , (167.0), -   , -   ,,
 9.0 , 80.0 , 15.0 , -   , (1.0), -   , (3.0), -   , -   , 41.0 , 4.0 , -   ,,
 9.0 , 194.0 , 14.0 , -   , -   , -   , -   , 71.0 , 8.0 , (302.0), -   , -   ,,
 6.0 , 31.0 , 2.0 , 1.0 , (1.0), 2.0 , (1.0), -   , -   , -   , (14.0), -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , 10.0 , -   , -   , -   , -   ,,
 6.0 , 81.0 , 36.0 , 2.0 , -   , 3.0 , -   , 54.0 , 1.0 , -   , 1.0 , -   ,,
 9.0 , 15.0 , (10.0), -   , -   , -   , -   , (3.0), -   , (5.0), 1.0 , -   ,,
 9.0 , 135.0 , (5.0), -   , (1.0), -   , (3.0), (22.0), -   , 528.0 , (2.0), -   ,,
 3.0 , 31.0 , 31.0 , -   , -   , -   , -   , 34.0 , -   , -   , -   , -   ,,
 9.0 , -   , -   , -   , -   , -   , -   , -   , -   , 5.0 , 31.0 , -   ,,
 9.0 , 131.0 , 33.0 , -   , -   , -   , -   , 3.0 , 2.0 , 38.0 , (1.0), -   ,,
 8.0 , 196.0 , 13.0 , 10.0 , 8.0 , 3.0 , 0.5 , 211.0 , (1.0), 26.0 , -   , -   ,,
 7.0 , 135.0 , (1.0), 2.0 , 2.0 , 3.0 , 3.0 , (45.0), -   , 17.0 , (4.0), 1.0 ,,
 9.0 , 192.0 , (6.0), -   , -   , -   , -   , (16.0), (1.0), (28.0), (3.0), -   ,,
 8.0 , 166.0 , 4.0 , -   , -   , -   , -   , 13.0 , (2.0), 169.0 , -   , -   ,,
 9.0 , 210.0 , 9.0 , -   , (1.0), -   , (1.0), 7.0 , 8.0 , (589.0), -   , -   ,,
 4.0 , 45.0 , 40.0 , -   , -   , -   , -   , 74.0 , 1.0 , -   , 1.0 , -   ,,
 8.0 , 21.0 , 1.0 , -   , -   , -   , -   , (2.0), -   , -   , (3.0), -   ,,
 3.0 , 64.0 , 64.0 , -   , -   , -   , -   , 18.0 , 1.0 , -   , -   , -   ,,
 9.0 , 120.0 , (38.0), -   , -   , -   , -   , 33.0 , (2.0), 482.0 , (2.0), -   ,,
